room_id,price_info_str,room_size,maintenance_cost_str,room_floor_str,room_options,direction_str,building_approval_date_str,safeties
60f8d134296a092ce177969f,"[['500', '50']]",19.8,5만 원,2층,"['책상', '옷장', '신발장', '인덕션', '전자도어락']",서,2013.05.29,"[{'seq': 0, 'name': '비디오폰'}, {'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}]"
61308871e408003e21c8a35d,"[['1000', '65']]",16.69,5만 원,12층,"['옷장', '신발장', '전자도어락']",남,2018.09.14,"[{'seq': 1, 'name': '공동현관'}, {'seq': 7, 'name': '화재경보기'}]"
601ba2802bed1f192ba38d59,"[['1000', '40']]",19.8,5만 원,1층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",남,2017.03.16,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}, {'seq': 5, 'name': '인터폰'}]"
611b816244c01f13e54ae1a6,"[['300', '32']]",16.52,4만 원,반지층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",남동,2016.08.30,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}, {'seq': 4, 'name': '방범창'}]"
60de75b73870736d3c296625,"[['2000', '30']]",16.52,4만 원,2층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",동,2016.03.09,"[{'seq': 1, 'name': '공동현관'}]"
614bd47b31615c73d728dd96,"[['300', '34']]",14.8,4만 원,4층,"['책상', '옷장', '신발장', '인덕션', '전자도어락']",동,2013.04.30,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}, {'seq': 5, 'name': '인터폰'}]"
613ac879610b5c0d41426df2,"[['1000', '30']]",16.52,5만 원,1층,"['옷장', '신발장', '가스레인지', '전자레인지', '전자도어락']",남,2010.06.24,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}, {'seq': 4, 'name': '방범창'}, {'seq': 5, 'name': '인터폰'}, {'seq': 6, 'name': '카드키'}, {'seq': 7, 'name': '화재경보기'}]"
6132ee7f273f773433efe91f,"[['500', '37']]",16.52,3만 원,1층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",남,2014.10.31,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}, {'seq': 5, 'name': '인터폰'}]"
613ac846a6944a0d37240545,"[['300', '35']]",19.83,1만 원,3층,"['책상', '옷장', '신발장', '가스레인지', '전자레인지', '전자도어락']",동,2001.07.28,"[{'seq': 1, 'name': '공동현관'}, {'seq': 4, 'name': '방범창'}, {'seq': 5, 'name': '인터폰'}, {'seq': 7, 'name': '화재경보기'}]"
61123d7da904fc36fc25908f,"[['1000', '35']]",16.5,4만 원,중층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",서,2013.07.31,
5f72cf01916a3c71fedad124,"[['1000', '50']]",13.62,5만 원,16층,"['옷장', '신발장', '가스레인지', '전자도어락', '비데']",북,2013.09.24,
61397d565eb5775383c69cd5,"[['500', '38']]",16.52,3만 원,1층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",남,2015.04.30,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}, {'seq': 5, 'name': '인터폰'}]"
614beb5ea170554c847f92f5,"[['2000', '30']]",16.52,4만 원,3층,"['옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",남,2011.02.01,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}, {'seq': 4, 'name': '방범창'}, {'seq': 5, 'name': '인터폰'}, {'seq': 7, 'name': '화재경보기'}]"
60a202f8f2cba15097b0f2af,"[['1000', '70']]",16.52,5만 원,중층,"['옷장', '신발장', '인덕션']",북,2021.02.10,
60e6c5eda7f91a1f89336cb2,"[['500', '36']]",16.5,4만 원,2층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",남,2017.04.12,
61304bcdf314c21133f1f21d,"[['500', '32']]",19.83,5만 원,반지층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",북,2011.10.21,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}, {'seq': 5, 'name': '인터폰'}]"
61235c1b479492271d914596,"[['500', '30']]",16.5,10만 원,2층,"['옷장', '신발장', '인덕션', '전자도어락']",서,2007.11.08,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}]"
61284b668458a775c6d8a708,"[['500', '40']]",16.52,5만 원,2층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",서,2012.02.27,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}]"
612442a95de8811b5c501876,"[['500', '40']]",16.5,4만 원,3층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",남,2017.06.08,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}, {'seq': 7, 'name': '화재경보기'}]"
6030d831f9bc551f63ba342d,"[['500', '40']]",16.52,4만 원,2층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",남,2017.08.08,"[{'seq': 1, 'name': '공동현관'}, {'seq': 2, 'name': '경비원'}, {'seq': 5, 'name': '인터폰'}, {'seq': 7, 'name': '화재경보기'}]"
6046f9a7ed9aee706e558ca7,"[['3000', '20']]",19.83,10만 원,4층,"['책상', '옷장', '가스레인지', '전자도어락']",북,2008.12.14,
6029dd7b417131013f5f8c94,"[['500', '36']]",16.52,4만 원,1층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",남,2017.04.12,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}, {'seq': 5, 'name': '인터폰'}]"
60ee91efe812164d4cac9e17,"[['2000', '37']]",19.83,3만 원,3층,"['책상', '옷장', '신발장', '가스레인지', '전자도어락']",동,2002.08.26,
61397dcb85655d53f6282933,"[['500', '38']]",14.5,4만 원,1층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",남,2016.04.20,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}, {'seq': 5, 'name': '인터폰'}]"
614d91bcf544835eb726ad09,"[['500', '25']]",14.0,4만 원,2층,[],서,1988.08.10,
610bafffd070c0397f03ae7d,"[['500', '43']]",17.0,4만 원,2층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",서,2011.04.04,"[{'seq': 4, 'name': '방범창'}]"
60e8fb92bc632d67ee7d79f4,"[['1000', '50']]",26.44,2만 원,반지층,[],남,1985.07.10,
60aca7c7a80bfa60ada99439,"[['500', '33']]",13.22,5만 원,2층,"['옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",동,2007.11.08,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}, {'seq': 5, 'name': '인터폰'}]"
60d141b693e2387495df7e46,"[['1000', '35']]",19.83,2만 원,3층,"['옷장', '가스레인지', '전자레인지', '전자도어락']",남,2001.12.10,"[{'seq': 5, 'name': '인터폰'}]"
6130450e5f48f834612f8353,"[['500', '40']]",16.5,10만 원,4층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",남,2015.04.30,
61308fd2f4289434ce4e320d,"[['500', '25']]",13.22,5만 원,1층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",남,2016.08.30,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}, {'seq': 4, 'name': '방범창'}, {'seq': 5, 'name': '인터폰'}, {'seq': 6, 'name': '카드키'}, {'seq': 7, 'name': '화재경보기'}]"
614bd31de8abf2730aad7fb5,"[['1000', '50']]",27.6,5만 원,6층,"['옷장', '신발장', '가스레인지', '전자도어락']",동,2013.07.20,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}, {'seq': 5, 'name': '인터폰'}]"
614d91ac00dbb15fe9cbcc22,"[['300', '35']]",17.0,5만 원,4층,"['신발장', '인덕션', '전자레인지']",서,2008.02.21,
6125c359f2685d3c6d4924cb,"[['3000', '20']]",16.5,4만 원,2층,"['옷장', '신발장', '인덕션', '전자레인지']",동,2015.12.04,
6114cf92e3333d7f8e12fa81,"[['1000', '45']]",19.83,5만 원,2층,[],북,2021.05.29,
602336c7e2b1ca0717ca733c,"[['1000', '25']]",16.5,5만 원,반지층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",북,2017.02.10,
60e3bf645fc73f6b47064d09,"[['500', '32']]",16.52,3만 원,3층,[],서,2012.07.06,
6136ffd2b8306121b191a6ee,"[['200', '27']]",13.22,5만 원,반지층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",남서,2017.02.10,"[{'seq': 0, 'name': '비디오폰'}, {'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}]"
61419c7ad6a7706ab0ef864d,"[['500', '45']]",24.0,5만 원,5층,"['옷장', '신발장', '인덕션']",남,2003.03.11,"[{'seq': 3, 'name': 'CCTV'}]"
6132f9245efbd427cb0a3431,"[['1000', '35']]",16.52,5만 원,3층,"['책상', '옷장', '신발장', '인덕션']",북,2013.06.14,
614d7cd2be6e213dd2e4527b,"[['500', '53']]",26.44,없음,3층,"['책상', '신발장', '가스레인지']",남,2002.07.22,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}]"
5f68057bf3016b6ba686a680,"[['500', '40']]",16.5,4만 원,3층,"['책상', '옷장', '신발장', '인덕션', '전자도어락']",동,2014.08.07,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}, {'seq': 5, 'name': '인터폰'}]"
60cfd9e68a5262402d85418c,"[['500', '45']]",11.12,없음,3층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",동,2009.04.10,"[{'seq': 1, 'name': '공동현관'}, {'seq': 4, 'name': '방범창'}, {'seq': 5, 'name': '인터폰'}]"
60a235c107b0586895af0abf,"[['2000', '30']]",16.5,4만 원,1층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",서,2017.07.31,
5f6ea2c60e02705310f5c831,"[['500', '40']]",11.2,4만 원,3층,"['책상', '옷장', '신발장', '인덕션', '전자도어락']",서,2014.08.07,"[{'seq': 0, 'name': '비디오폰'}, {'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}]"
61139a9407fa6d20b4d0f591,"[['500', '30']]",16.52,4만 원,4층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",서,2000.07.31,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}, {'seq': 7, 'name': '화재경보기'}]"
5fed8c9cd11a010e8dfac433,"[['500', '42']]",14.5,5만 원,5층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",북,2013.06.19,"[{'seq': 0, 'name': '비디오폰'}, {'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}]"
606bd5326f2c1236b84a76ea,"[['300', '35']]",16.52,4만 원,반지층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",남동,2012.05.14,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}, {'seq': 4, 'name': '방범창'}, {'seq': 5, 'name': '인터폰'}]"
6126eb212523ac25ea06df0f,"[['500', '37']]",16.52,3만 원,1층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",남,2017.08.08,"[{'seq': 1, 'name': '공동현관'}, {'seq': 3, 'name': 'CCTV'}, {'seq': 5, 'name': '인터폰'}]"
5656873333ee4f59ab0ebbfa,"[['10', '35']]",23.1,10만 원,반지층,"['책상', '신발장', '옷장', '인덕션', '전자도어락']",,-,
613592cfd9d61b4af84dccb5,"[['500', '35']]",17.0,5만 원,6층,"['옷장', '신발장', '가스레인지', '전자도어락']",,-,
5a126166a2f47b06660731b8,"[['500', '45'], ['100', '55']]",26.4,4만 원,2층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락', '가스레인지']",,-,
598200455dfe1c4999e27884,"[['4000', '20']]",19.8,5만 원,2층,"['신발장', '가스레인지', '전자레인지', '전자도어락', '옷장', '책상']",,-,
5c46b2a84cf24a769ba249c7,"[['100', '48']]",16.5,4만 원,4층,"['옷장', '신발장', '인덕션', '전자도어락']",,-,
60209c7fa3b55706b64b59ec,"[['1000', '40'], ['6000', '0']]",19.0,5만 원,2층,"['책상', '신발장', '인덕션', '전자레인지', '전자도어락', '옷장']",,-,
609393b9747f056d249860b7,"[['100', '40']]",16.52,4만 원,1층,"['책상', '옷장', '인덕션', '전자레인지', '전자도어락']",,-,
612ced517d554c2e399b1874,"[['1000', '40']]",16.52,4만 원,3층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",,-,
5a59a3185915fb0141cf1103,"[['500', '35']]",20.0,5만 원,3층,"['책상', '옷장', '신발장', '인덕션', '전자도어락', '전자레인지']",,-,
6141c580f8df911d1e8dd9eb,"[['10', '45']]",23.14,10만 원,2층,"['옷장', '책상', '신발장', '인덕션', '전자도어락']",,-,
607a9ff730e1310e3655fb68,"[['500', '42']]",23.14,5만 원,5층,"['책상', '옷장', '신발장', '가스레인지', '인덕션', '전자레인지', '전자도어락']",,-,
6071a4e1e1a0a876774a21ba,"[['300', '30']]",18.0,4만 원,1층,"['책상', '옷장', '신발장', '인덕션', '전자레인지']",,-,
5a768daf82d66c16a3e03bc9,"[['300', '30']]",16.52,4만 원,3층,"['책상', '인덕션', '전자레인지', '전자도어락']",,-,
613703a6d2991e74b02b741f,"[['200', '28']]",16.52,5만 원,반지층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",,-,
6049cd82db47993cca255b69,"[['300', '30']]",16.52,5만 원,2층,"['책상', '옷장', '신발장', '가스레인지', '인덕션', '전자레인지', '전자도어락']",,-,
607d4423e9cad75e9ea41e72,"[['300', '30']]",15.0,4만 원,반지층,"['책상', '옷장', '신발장', '인덕션', '전자도어락']",,-,
612ef24db7168f048ed7fcfb,"[['2000', '30'], ['1000', '35']]",16.0,5만 원,1층,"['인덕션', '전자레인지', '옷장', '책상', '신발장', '전자도어락']",,-,
612ad9308915234b971a2fff,"[['300', '40']]",19.83,4만 원,2층,"['인덕션', '전자레인지', '옷장', '신발장', '책상', '전자도어락']",,-,
600d27e4cd0462106b0d2fb2,"[['300', '35']]",13.22,4만 원,1층,"['신발장', '인덕션', '전자도어락']",,-,
599a80705e2bc02db8124669,"[['500', '29']]",16.529,6만 원,반지층,"['책상', '옷장', '신발장', '가스레인지', '인덕션', '전자레인지', '전자도어락']",,-,
60ebd76dc9e02e32c4e1d09e,"[['500', '30']]",19.83,13만 원,4층,"['신발장', '전자도어락', '가스레인지']",,-,
5d7f3360d8d8d65133327029,"[['300', '35']]",16.52,4만 원,반지층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락', '비데']",,-,
609752866b9abe0546f6a89e,"[['500', '30']]",23.14,7만 원,반지층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",,-,
566537acf3242d794152a719,"[['500', '45'], ['100', '55']]",23.1,5만 원,3층,"['책상', '옷장', '신발장', '인덕션', '전자도어락', '전자레인지', '가스레인지']",,-,
60ec0245a4407d282bd91736,"[['1000', '80']]",28.31,5만 원,2층,"['옷장', '신발장', '인덕션']",,-,
612f326bc7e24f2e281fed82,"[['200', '32']]",26.0,없음,반지층,"['가스레인지', '전자레인지', '전자도어락']",,-,
593a8c2fb88460348c31d851,"[['200', '30']]",20.0,5만 원,반지층,"['책상', '옷장', '신발장', '인덕션', '전자도어락', '전자레인지']",,-,
60d34b299fd9a051c954ca57,"[['1000', '35']]",16.52,5만 원,3층,"['책상', '옷장', '신발장', '인덕션', '전자레인지', '전자도어락']",,-,
